mac,数据量,平均活跃时刻,移动距离,中间时刻,持续时间,id,cluster
"7.19-164,20,178,229,137,47",0.631578947368421,6.675025807076315,2.7234002008805405,6.99148191652771,6.291516990432346,1,1
"7.19-208,110,152,171,43,95",0.8421052631578947,3.1686485991829345,3.1324660269719846,3.075217059166591,0.6479963728943614,1,2
"7.19-48,74,38,155,214,98",1.0526315789473684,7.249780288913529,4.358710712173123,6.417230021110391,4.882642206954277,1,1
"7.19-48,148,53,197,58,225",1.0526315789473684,8.043678753436525,1.1292979900036129,7.398247098348132,5.834873690696241,1,1
"7.19-48,236,165,220,64,63",0.631578947368421,6.347934387492548,2.1308423087764155,6.688543711650141,1.9724711982236474,1,1
"7.20-252,107,240,89,142,53",0.42105263157894735,3.7866470536612336,0.0,4.42201066197912,9.817598437554494,1,0
"7.20-20,153,226,219,38,57",0.7368421052631579,0.7392178670440344,0.2516167707460767,0.20477899803681557,3.8202025133982027,1,2
"7.20-220,240,144,185,104,48",2.8421052631578947,3.0143819199601456,0.48123990138591693,4.43416761814015,9.700880038131107,1,0
"7.20-24,208,197,242,97,13",2.4210526315789473,6.184955825955498,2.4392693665117053,4.429321263994874,8.713772538625186,1,0
"7.20-8,250,121,183,224,101",0.9473684210526316,4.196560331786932,0.7554458079089765,5.3309895598031884,8.443018402910983,1,0
"7.20-28,209,7,152,33,91",0.9473684210526316,5.3692530411855754,0.0,5.466441051083858,8.342226717353142,1,0
"7.20-156,245,49,209,69,163",0.5263157894736842,5.552751788913986,0.22080979471279244,4.061244773740975,6.265127471837616,1,0
"7.20-208,151,254,41,36,198",0.631578947368421,7.494574093599631,0.0,5.7737327605326065,7.907322800776571,1,0
"7.20-76,24,154,44,218,251",0.5263157894736842,4.865967454235516,1.8351588583950995,6.396037489424269,5.74105720829119,1,1
"7.20-124,161,119,225,7,54",1.0526315789473684,6.6919705934062215,0.0,6.841819929193944,6.2624536439623775,1,1
"7.20-140,52,1,175,121,255",0.5263157894736842,3.2406214333442436,1.217947445522071,3.0674957491724224,0.4006091677420114,1,2
"7.20-164,125,159,153,152,74",0.7368421052631579,5.300151710959922,2.000905153419535,6.368027205296489,4.405654564689196,1,1
"7.20-164,125,159,153,152,107",0.5263157894736842,5.702476463757543,1.7116927559936643,5.597456896197665,2.997012287982886,1,1
"7.20-64,69,218,104,146,86",1.0526315789473684,7.271238602722248,1.72419816507934,7.391018637928059,3.5490996175263594,1,1
"7.20-164,201,57,205,13,69",2.9473684210526314,9.266003591753272,0.934610605380899,9.49055782357628,2.636045524825911,1,1
"7.20-180,32,91,132,237,189",0.5263157894736842,9.684779896546093,0.3181931867355325,9.867259181376857,1.7057859310152406,1,1
"7.21-20,178,229,137,47,142",1.0526315789473684,9.14920776866347,2.554716127213755,9.299167905635734,3.1361675908810844,1,1
"7.21-164,125,159,153,152,106",0.9473684210526316,9.498263203773334,3.9936321662941516,9.663794448870961,2.7466024947976586,1,1
"7.22-20,178,229,137,47,142",1.6842105263157894,1.8795960032296248,0.0,3.328541740251846,8.197723758704473,1,0
"7.22-156,245,49,209,69,163",3.1578947368421053,5.893548325464261,3.0707329757712665,3.3420951035394815,7.974168497657495,1,0
"7.22-8,74,207,99,147,223",0.8421052631578947,5.6642008121614875,0.5680631701807528,3.8857903253628603,7.3806949627407885,1,0
"7.22-164,125,159,153,144,106",0.9473684210526316,5.802722217937689,2.232592669051296,3.5131139057507332,6.853253351003849,1,0
"7.22-132,65,103,218,221,212",1.0526315789473684,5.067715823589289,0.0,4.113322545403767,6.765947058208068,1,0
"7.22-164,201,57,205,13,69",4.105263157894737,4.755146535027356,5.374229329352777,3.604866068128239,5.645496925097941,1,2
"7.22-124,161,119,225,7,54",0.7368421052631579,5.7439318795705665,0.0,5.9535407134819,4.341715202455271,1,1
"7.22-136,3,233,226,168,73",0.42105263157894735,4.152644974963239,0.23446649542857825,4.950263263814161,2.869482323672676,1,2
"7.22-48,148,53,197,58,225",0.7368421052631579,7.663637110991347,0.0,7.430693028642774,2.395052255896954,1,1
"7.24-20,178,229,137,47,142",1.7894736842105263,5.473231820382363,0.0,4.550562259222449,9.998604959369441,1,0
"7.24-28,123,35,129,140,184",1.0526315789473684,3.5506106714566994,0.0,3.136412547950156,7.53380067194457,1,0
"7.24-172,115,82,76,172,89",2.736842105263158,5.504851771192732,2.1812212425215667,4.957984573808331,9.4191980841442,1,0
"7.24-240,98,90,159,90,25",3.473684210526316,7.552921031123723,0.45023442679571724,4.795672780739439,8.97673769748544,1,0
"7.24-48,69,150,180,24,101",2.9473684210526314,4.429542960844533,0.0,4.971784361883015,8.931398876992292,1,0
"7.24-8,74,207,99,147,223",3.1578947368421053,5.120087630508001,6.14476102758733,4.942952661798409,8.826654576314533,1,0
"7.24-220,109,205,125,41,209",0.10526315789473684,5.189368138478424,0.0,5.190034581611781,9.093804857066461,1,0
"7.24-208,151,254,41,36,198",2.2105263157894735,5.176533862631647,0.4302654719700188,5.20712003351377,9.06962415280345,1,0
"7.24-156,245,49,209,69,163",2.9473684210526314,7.814239947694741,2.697595388481526,6.944496923797243,4.613980632185911,1,1
"7.25-48,74,38,133,29,213",1.7894736842105263,7.227469084021231,2.2507354371533723,4.549494418478574,9.997093665353,1,0
"7.25-140,37,5,134,24,48",1.6842105263157894,5.022095271615341,1.0371946595948247,4.532408966576584,9.955474953208011,1,0
"7.25-92,102,108,72,204,105",0.42105263157894735,7.001760846131138,0.0,4.559104985173442,9.986514607237936,1,0
"7.25-132,65,103,218,221,212",0.8421052631578947,4.801519386351551,0.0,4.3339548714073315,9.66693404945419,1,0
"7.25-248,45,124,72,127,16",8.526315789473685,3.0355256594173543,1.9783954170653182,4.495691673306445,9.706111440495702,1,0
"7.25-48,231,188,153,110,173",5.157894736842106,7.817257463450703,5.636128325347075,4.923485103621622,9.067647845243492,1,0
"7.25-48,161,250,41,151,15",2.4210526315789473,6.9793984373556786,0.0,4.826968728694524,8.709006149804111,1,0
"7.25-56,110,162,121,182,28",1.0526315789473684,7.6616284992577635,0.6219753782390002,5.504719034671969,7.494507027517175,1,0
"7.25-156,245,49,209,69,163",2.631578947368421,6.795562977623297,1.042554120631543,6.453290181615069,6.720724491100802,1,1
"7.25-12,75,84,85,61,8",2.3157894736842106,6.580910688945357,7.372037905284432,5.882734658003466,5.891605343005615,1,1
"7.25-164,4,80,242,145,20",1.1578947368421053,5.311601777981688,4.257754346125903,5.813489292843003,4.3525267673420975,1,1
"7.25-240,98,90,159,90,22",0.7368421052631579,5.635747199891589,1.638923185028445,5.1853525106578715,1.3119194596542625,1,1
"7.26-8,250,121,45,167,67",1.7894736842105263,3.803274036058437,0.0,4.551712241562004,9.997442425510641,1,0
"7.26-156,95,90,12,124,73",3.2631578947368425,2.4339040304477226,0.5112528831915393,4.546948029012411,9.979539404085141,1,0
"7.26-64,140,31,142,167,149",3.2631578947368425,7.3754368150618985,5.21884465899933,4.4310462375042095,9.795045280693799,1,0
"7.26-208,151,254,40,222,169",0.5263157894736842,3.923618919782352,0.0,4.572494065269711,9.872005022146267,1,0
"7.26-116,96,250,74,250,145",1.1578947368421053,3.93471584055052,0.0,1.0924010809833988,4.790220765179785,1,2
"7.26-204,129,42,183,42,73",3.2631578947368425,4.937271918265745,1.0079756720168644,4.706877715806507,9.759704251386319,1,0
"7.26-140,37,5,134,24,48",1.6842105263157894,4.453017875669626,1.5382050172495245,4.650775005955266,9.661702647089594,1,0
"7.26-156,116,3,24,100,145",3.5789473684210527,4.272386655614251,3.4901604265337,4.524030523816956,9.236796521698693,1,0
"7.26-24,208,197,242,97,13",2.4210526315789473,7.603197771000774,4.958374852614821,5.050147444164251,8.939304107232122,1,0
"7.26-76,2,32,111,66,59",3.3684210526315788,3.7796170815834036,0.8757359333997641,5.252215769543539,7.920226926609236,1,0
"7.26-108,217,76,95,253,145",2.8421052631578947,5.175497124822356,0.9658939779507804,5.403520588790958,8.121577790953161,1,0
"7.26-56,251,20,50,26,70",2.9473684210526314,7.276821259673943,3.9991504261764015,5.681734173368051,7.9328985456701435,1,0
"7.26-240,98,90,159,90,22",3.7894736842105265,9.099509020547863,0.0,5.404588429534832,6.009137516130157,1,1
"7.26-56,110,162,121,182,28",0.8421052631578947,7.248490897400216,0.0,6.174994455442292,6.906497401736823,1,1
"7.26-48,74,38,155,214,98",1.0526315789473684,6.516826274634485,3.617001004402698,5.968244059109092,6.405561561980492,1,1
"7.27-164,204,185,229,56,107",1.1578947368421053,5.709432291598616,0.0,4.507273638297697,9.917343842639415,1,0
"7.27-48,236,165,220,64,63",1.0526315789473684,0.8626670495558514,2.240572311039299,2.5918137685742693,6.947883607110057,1,2
"7.27-24,208,197,242,97,13",2.8421052631578947,8.273074910172257,3.4931776045988143,4.350958181713637,9.39385484602239,1,0
"7.27-28,123,35,129,140,184",0.8421052631578947,3.431082250011097,0.09738339202274,4.202446176719429,8.906753159185762,1,0
"7.27-48,161,250,41,151,15",0.5263157894736842,3.3415399778208994,0.23498259167655852,4.435646166862438,9.236796521698693,1,0
"7.27-48,148,53,197,58,225",6.947368421052632,7.95503715856867,1.9902656307688642,4.836661436985074,9.346074704425764,1,0
"7.27-12,75,84,85,60,206",1.1578947368421053,7.459697621013507,2.337638105370974,5.7747184596807974,6.336739557539612,1,1
"7.27-164,201,57,205,13,69",2.4210526315789473,8.45879184504383,1.2838886661293971,6.710311234506042,6.941024657343144,1,1
"7.28-20,94,105,93,76,199",0.42105263157894735,2.696430196366313,0.0,3.3609055289508043,8.308396982062101,1,0
"7.28-184,55,101,29,72,107",1.8947368421052633,0.3013992612131431,0.6142339345192961,3.3403701300301454,8.274916006928702,1,2
"7.28-36,17,69,161,50,93",0.42105263157894735,3.7588566952910623,0.0,3.361151953737853,8.302003045838708,1,0
"7.28-220,240,144,185,104,48",1.7894736842105263,3.4543995889316315,0.4449940648931483,3.4599682933440667,8.313279624269054,1,0
"7.28-8,250,121,183,224,101",1.0526315789473684,5.910753116977463,0.0,3.5126210561766364,8.002766830583939,1,0
"7.28-220,245,5,135,187,95",1.5789473684210527,3.3122960262658867,0.0,3.544245570514452,7.8438484520861635,1,0
"7.28-76,2,32,111,66,59",6.421052631578947,4.9682075510803205,1.1580405810449759,2.673462514682811,6.371964333461212,1,2
"7.28-164,201,57,205,13,69",0.8421052631578947,1.0145033852920935,0.6268584427391213,0.967627997141473,3.427614829281903,1,2
"7.28-88,214,151,126,55,223",1.1578947368421053,5.670943194472499,0.8571961681838574,4.1161975012526595,7.359653099896533,1,0
"7.28-48,148,53,197,58,225",3.3684210526315788,5.6478760985921195,2.258873877986907,3.893265210569981,7.000430137527753,1,0
"7.28-48,123,172,71,160,113",2.631578947368421,5.224578412690115,4.71426132732015,5.161449306314224,5.735244538997199,1,1
"7.28-24,208,197,242,97,13",3.5789473684210527,5.106106312933987,3.8630995152665237,5.166706368437914,5.6248038224113275,1,1
"7.28-64,69,218,104,146,86",1.6842105263157894,8.52686125737294,4.149413833761429,8.911870281992098,0.41269951987351683,1,1
"7.30-24,208,197,242,97,13",3.1578947368421053,5.99164173319799,3.38316970435625,3.996106488364643,9.08555086666899,1,0
"7.30-208,151,254,41,36,198",2.8421052631578947,5.792552191665096,3.947262903398692,4.837564994537583,9.417338029970123,1,0
"7.30-136,191,228,175,202,9",2.0,3.4225544145644102,1.6498803053701803,4.878717933974585,7.795719550331902,1,0
"7.30-220,245,5,135,187,95",1.6842105263157894,4.834701422170288,1.4763131672032748,6.093181426142383,7.764214882758459,1,0
"7.30-216,50,20,254,96,65",1.263157894736842,4.908831244402567,2.8396409558102507,5.032897709070897,6.121787047047746,1,1
"7.30-128,138,139,124,94,97",0.3157894736842105,5.8587752609270085,1.4572573057393874,5.924051880631833,5.844290214952511,1,1
"7.30-240,103,40,135,90,171",1.263157894736842,6.958716912929593,1.5648435235875837,6.760581891063816,6.652948767132841,1,1
"7.30-140,52,1,175,121,255",0.8421052631578947,4.563159395587638,2.415648038238762,5.681898456559416,4.957276880689149,1,1
"7.30-76,2,32,111,66,59",3.1578947368421053,5.367129237357801,0.3877867807901037,6.536992467615676,6.038200862600122,1,1
"7.30-240,98,90,159,90,22",1.368421052631579,3.3877895050610585,2.684812081416168,3.8845582014276214,1.9968844092584195,1,2
"7.31-48,74,38,133,29,213",1.5789473684210527,7.133138331260634,0.0,4.550562259222447,9.99976749322824,1,0
"7.31-156,95,90,12,124,73",1.0526315789473684,6.649964820344053,0.2152121354077756,4.54998726805267,9.997558678896523,1,0
"7.31-48,231,188,153,110,173",1.263157894736842,5.986382435337264,0.9165075369902063,3.0899204047937836,7.899301317150859,1,0
"7.31-64,140,31,142,167,149",1.6842105263157894,7.001154973537585,0.6038326101369242,4.620875465126786,5.806972878085075,1,1
"8.1-92,102,108,72,204,105",3.0526315789473686,4.709490848201971,0.20354042026114472,3.8701012805874764,9.016496355456352,1,0
"8.1-172,115,82,76,172,89",3.473684210526316,8.493951750932606,1.0765370735754751,5.45715905077172,8.716911380043943,1,0
"8.1-60,134,209,115,214,231",5.263157894736842,7.125527317989574,0.4373320205962103,6.1371271798325955,7.748520675664677,1,0
"8.1-156,116,3,24,100,145",2.0,5.291380622502135,1.3930628724329175,5.554496841655645,6.4273009451400265,1,0
"8.1-220,240,144,185,104,48",3.6842105263157894,4.9396728958617135,5.255209594626248,6.252289696979654,7.223752891802972,1,1
"8.1-132,65,103,218,221,212",0.7368421052631579,5.750744361887237,2.123815459861607,6.307078141299973,7.256652600006973,1,0
"8.1-76,2,32,111,66,59",1.1578947368421053,5.377749421501516,0.8831200797170207,5.861295701530298,5.174903219056254,1,1
"8.1-24,208,197,242,97,13",1.4736842105263157,7.3480683842438275,1.080507044713785,6.1585661363057635,5.38381055348237,1,1
"8.1-68,44,5,255,214,248",0.5263157894736842,4.3657190349097075,2.402626532905106,4.269638001987826,0.42513863216266234,1,2
"8.1-4,212,66,60,181,121",2.736842105263158,8.059964816568623,4.538788603006857,7.575919369809677,4.5022611283553635,1,1
"8.1-236,86,35,145,44,89",1.5789473684210527,8.338582045124992,0.5504364983266572,8.060390501145875,3.85589230286332,1,1
"8.1-124,253,130,25,171,35",1.368421052631579,7.714215563225056,2.7351910151613197,8.853549749057425,2.6577849079854436,1,1
"8.2-184,148,54,32,44,55",2.4210526315789473,6.368220945405124,0.22795574276175015,4.541526683697356,9.984654553063857,1,0
"8.2-48,74,38,133,29,213",4.2105263157894735,5.092861846644002,0.0,4.56337634814894,9.982329485346261,1,0
"8.2-76,2,32,111,66,59",1.4736842105263157,4.735000625154686,0.0,4.637221642667631,3.427614829281903,1,2
"8.3-48,148,53,197,58,225",2.631578947368421,3.6968721133610734,0.19389339039505185,5.025997815033555,9.12856461944454,1,0
"8.3-16,232,167,43,109,51",2.3157894736842106,3.594613700143708,5.202488377909493,1.3757895860884992,3.868796428695985,1,2
"8.4-220,240,144,185,104,48",2.736842105263158,3.035983150506147,6.983417430555283,4.801751258819954,3.9494762784966113,1,2
"8.6-208,40,186,185,241,75",1.5789473684210527,6.070309073518926,0.6228090721780453,4.396300342530454,9.703088852462825,1,0
"8.6-76,2,32,111,66,59",1.8947368421052633,5.100556157895174,0.6948243486269856,4.788362178723683,9.567653657912787,1,0
"8.6-60,134,209,115,214,231",1.263157894736842,4.1900400326847445,0.0,5.870741985033801,7.061346911728801,1,0
"8.7-144,173,247,200,14,93",0.7368421052631579,8.283342330849678,1.5317736640054629,6.846994849721951,3.3873911577674685,1,1
